ID,Team,Title,Description,Status,Estimate,Priority,Project ID,Project,Creator,Assignee,Labels,Cycle Number,Cycle Name,Cycle Start,Cycle End,Created,Updated,Started,Triaged,Completed,Canceled,Archived,Due Date,Parent issue,Initiatives,Project Milestone ID,Project Milestone,SLA Status,Roadmaps
GDB-225,Genderbase,Responder availability settings,Allow responders to mark themselves as available or unavailable,Backlog,,Medium,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"responders, availability",,,,,,,,,,,,,,,,,,
GDB-226,Genderbase,Design responder availability UI,Create interface for setting availability status,Backlog,,Medium,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"responders, availability, ui",,,,,,,,,,,,,GDB-225,,,,,
GDB-227,Genderbase,Implement availability status backend,Build system to track responder availability,Backlog,,Medium,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"responders, availability, backend",,,,,,,,,,,,,GDB-225,,,,,
GDB-228,Genderbase,Create automated availability detection,Add detection of inactivity for availability,Backlog,,Low,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"responders, availability, automation",,,,,,,,,,,,,GDB-225,,,,,
GDB-229,Genderbase,Add availability scheduling,Implement scheduling of availability periods,Backlog,,Low,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"responders, availability, scheduling",,,,,,,,,,,,,GDB-225,,,,,
GDB-230,Genderbase,Markdown editor implementation,Build rich markdown editor with live preview for content editing,Backlog,,Medium,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"ui, editor, ux",,,,,,,,,,,,,,,,,,
GDB-231,Genderbase,Build markdown editor with preview,Implement rich markdown editor with live preview,Backlog,,Medium,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"ui, editor, ux",,,,,,,,,,,,,GDB-230,,,,,
GDB-232,Genderbase,Create syntax highlighting,Add syntax highlighting for code blocks in markdown,Backlog,,Low,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"ui, editor, code",,,,,,,,,,,,,GDB-230,,,,,
GDB-233,Genderbase,Add markdown formatting toolbar,Build toolbar with common formatting options,Backlog,,Medium,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"ui, editor, toolbar",,,,,,,,,,,,,GDB-230,,,,,
GDB-234,Genderbase,Implement paste handling,Add proper handling for pasted content,Backlog,,Medium,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"ui, editor, paste",,,,,,,,,,,,,GDB-230,,,,,
GDB-235,Genderbase,Secure messaging system,Create secure messaging between users and responders,Backlog,,High,9492a27d-e337-4bc6-8aeb-ae22755e0ad9,Genderbase Security,dave@dave.io,dave@dave.io,"security, messaging",,,,,,,,,,,,,,,,,,
GDB-236,Genderbase,Design secure messaging system,Create secure messaging between users and responders,Backlog,,High,9492a27d-e337-4bc6-8aeb-ae22755e0ad9,Genderbase Security,dave@dave.io,dave@dave.io,"security, messaging, design",,,,,,,,,,,,,GDB-235,,,,,
GDB-237,Genderbase,Implement end-to-end encryption,Add encryption for secure communications,Backlog,,High,9492a27d-e337-4bc6-8aeb-ae22755e0ad9,Genderbase Security,dave@dave.io,dave@dave.io,"security, messaging, encryption",,,,,,,,,,,,,GDB-235,,,,,
GDB-238,Genderbase,Create secure file sharing,Add ability to securely share files in conversations,Backlog,,Medium,9492a27d-e337-4bc6-8aeb-ae22755e0ad9,Genderbase Security,dave@dave.io,dave@dave.io,"security, messaging, files",,,,,,,,,,,,,GDB-235,,,,,
GDB-239,Genderbase,Build message expiration,Implement automatic expiration of messages,Backlog,,Medium,9492a27d-e337-4bc6-8aeb-ae22755e0ad9,Genderbase Security,dave@dave.io,dave@dave.io,"security, messaging, expiration",,,,,,,,,,,,,GDB-235,,,,,
GDB-240,Genderbase,Terminology glossary,Create comprehensive glossary of gender-related terminology,Backlog,,High,fb1aecba-c3c9-4c49-b78a-54926e9b0387,Genderbase Content,dave@dave.io,dave@dave.io,"terminology, content",,,,,,,,,,,,,,,,,,
GDB-241,Genderbase,Design glossary of terms,Create comprehensive glossary structure,Backlog,,High,,Gendcm erbase Content,dave@dave.io,dave@dave.io,"terminology, content, design",,,,,,,,,,,,,GDB-240,,,,,
GDB-242,Genderbase,Implement glossary backend,Build database models for glossary entries,Backlog,,High,fb1aecba-c3c9-4c49-b78a-54926e9b0387,Genderbase Content,dave@dave.io,dave@dave.io,"terminology, content, backend",,,,,,,,,,,,,GDB-240,,,,,
GDB-243,Genderbase,Create glossary UI,Build user interface for browsing the glossary,Backlog,,High,fb1aecba-c3c9-4c49-b78a-54926e9b0387,Genderbase Content,dave@dave.io,dave@dave.io,"terminology, content, ui",,,,,,,,,,,,,GDB-240,,,,,
GDB-244,Genderbase,Add glossary cross-references,Implement cross-references between related terms,Backlog,,Medium,fb1aecba-c3c9-4c49-b78a-54926e9b0387,Genderbase Content,dave@dave.io,dave@dave.io,"terminology, content, references",,,,,,,,,,,,,GDB-240,,,,,
GDB-245,Genderbase,End-user documentation,Create comprehensive guides for users of the platform,Backlog,,Medium,f0594e72-abee-4c3a-88d0-e139e332d0a7,Genderbase Documentation,dave@dave.io,dave@dave.io,"documentation, users",,,,,,,,,,,,,,,,,,
GDB-246,Genderbase,Develop question submission guide,Create guide explaining how to submit questions effectively,Backlog,,Medium,f0594e72-abee-4c3a-88d0-e139e332d0a7,Genderbase Documentation,dave@dave.io,dave@dave.io,"documentation, users, questions",,,,,,,,,,,,,GDB-245,,,,,
GDB-247,Genderbase,Write knowledge base usage guide,Create documentation on navigating and using the knowledge base,Backlog,,Medium,f0594e72-abee-4c3a-88d0-e139e332d0a7,Genderbase Documentation,dave@dave.io,dave@dave.io,"documentation, knowledge-base, users",,,,,,,,,,,,,GDB-245,,,,,
GDB-248,Genderbase,Create terminology reference guide,Write user-friendly guide to terminology section,Backlog,,Medium,f0594e72-abee-4c3a-88d0-e139e332d0a7,Genderbase Documentation,dave@dave.io,dave@dave.io,"documentation, terminology, users",,,,,,,,,,,,,GDB-245,,,,,
GDB-249,Genderbase,Develop privacy and anonymity guide,Create clear explanations of privacy features for users,Backlog,,High,f0594e72-abee-4c3a-88d0-e139e332d0a7,Genderbase Documentation,dave@dave.io,dave@dave.io,"documentation, privacy, users",,,,,,,,,,,,,GDB-245,,,,,
GDB-250,Genderbase,Technical documentation,Create comprehensive documentation for developers,Backlog,,Medium,f0594e72-abee-4c3a-88d0-e139e332d0a7,Genderbase Documentation,dave@dave.io,dave@dave.io,"documentation, technical",,,,,,,,,,,,,,,,,,
GDB-251,Genderbase,Create system architecture documentation,Document overall system design and architecture,Backlog,,Medium,f0594e72-abee-4c3a-88d0-e139e332d0a7,Genderbase Documentation,dave@dave.io,dave@dave.io,"documentation, technical, architecture",,,,,,,,,,,,,GDB-250,,,,,
GDB-252,Genderbase,Document database schema,Create comprehensive documentation of database structure,Backlog,,Medium,f0594e72-abee-4c3a-88d0-e139e332d0a7,Genderbase Documentation,dave@dave.io,dave@dave.io,"documentation, technical, database",,,,,,,,,,,,,GDB-250,,,,,
GDB-253,Genderbase,Write codebase style guide,Document coding standards and practices for the project,Backlog,,Medium,f0594e72-abee-4c3a-88d0-e139e332d0a7,Genderbase Documentation,dave@dave.io,dave@dave.io,"documentation, technical, standards",,,,,,,,,,,,,GDB-250,,,,,
GDB-254,Genderbase,Create local development setup guide,Document step-by-step process for setting up development environment,Backlog,,High,f0594e72-abee-4c3a-88d0-e139e332d0a7,Genderbase Documentation,dave@dave.io,dave@dave.io,"documentation, technical, setup",,,,,,,,,,,,,GDB-250,,,,,
GDB-255,Genderbase,Security documentation,Document security practices and features,Backlog,,High,f0594e72-abee-4c3a-88d0-e139e332d0a7,Genderbase Documentation,dave@dave.io,dave@dave.io,"documentation, security",,,,,,,,,,,,,,,,,,
GDB-256,Genderbase,Create security policy documentation,Document security policies and procedures,Backlog,,High,f0594e72-abee-4c3a-88d0-e139e332d0a7,Genderbase Documentation,dave@dave.io,dave@dave.io,"documentation, security, policy",,,,,,,,,,,,,GDB-255,,,,,
GDB-257,Genderbase,Develop privacy documentation,Create comprehensive privacy documentation,Backlog,,High,f0594e72-abee-4c3a-88d0-e139e332d0a7,Genderbase Documentation,dave@dave.io,dave@dave.io,"documentation, privacy, policy",,,,,,,,,,,,,GDB-255,,,,,
GDB-258,Genderbase,Write data handling guidelines,Document proper data handling procedures,Backlog,,High,f0594e72-abee-4c3a-88d0-e139e332d0a7,Genderbase Documentation,dave@dave.io,dave@dave.io,"documentation, security, data",,,,,,,,,,,,,GDB-255,,,,,
GDB-259,Genderbase,Document security features,Create documentation explaining security features for users and admins,Backlog,,High,f0594e72-abee-4c3a-88d0-e139e332d0a7,Genderbase Documentation,dave@dave.io,dave@dave.io,"documentation, security, features",,,,,,,,,,,,,GDB-255,,,,,
